0	0.622417845000000	0.548122055000000	0.563818946080088	0.394946693333333	0.563849778333333	0.629812203333333	0.531924895000000	0.297652580000000	0.661737093333333	0.670657281666667
0	0	0.158515168483002	0.819366193333333	0.519204629107036	0.344248824166667	0.266784032500000	0.260680750000000	0.580294675020358	0.332981221666667	0.548854028912643
0	0	0	0.897652580000000	0.680868560000000	0.330164316666667	0.358215974166667	0.314989504467896	0.492957738333333	0.331001078546315	0.518427230000000
0	0	0	0	0.358098593333333	0.819483560000000	0.836619726666667	0.826760560000000	0.704694826666667	0.880751166666667	0.843661976666667
0	0	0	0	0	0.714553983333333	0.681807518333333	0.759272300000000	0.479694828333333	0.692370911666667	0.822652581666667
0	0	0	0	0	0	0.479903937341067	0.180633807500000	0.566441670704868	0.292018777500000	0.478064990351881
0	0	0	0	0	0	0	0.442253520000000	0.373239430833333	0.424413147500000	0.491079809166667
0	0	0	0	0	0	0	0	0.497417835000000	0.196830985000000	0.563132226661207
0	0	0	0	0	0	0	0	0	0.415140843333333	0.605897440833333
0	0	0	0	0	0	0	0	0	0	0.534154920000000
0	0	0	0	0	0	0	0	0	0	0
